wavelength (nm),ROI 2
1267.280029,0.5347729999999999
1272.849976,0.542065
1278.410034,0.550242
1283.97998,0.557309
1289.550049,0.56545
1295.109985,0.5722470000000001
1300.670044,0.579867
1306.23999,0.587439
1311.800049,0.594805
1317.359985,0.601336
1322.920044,0.608125
1328.48999,0.6143460000000001
1334.050049,0.6203489999999999
1339.609985,0.625859
1345.160034,0.629711
1350.719971,0.63493
1356.280029,0.637948
1361.839966,0.639472
1367.400024,0.641854
1372.949951,0.645479
1378.51001,0.650506
1384.069946,0.6510279999999999
1389.619995,0.65284
1395.170044,0.652044
1400.72998,0.6517569999999999
1406.280029,0.650718
1411.839966,0.648674
1417.390015,0.643927
1422.939941,0.64408
1428.48999,0.647105
1434.040039,0.649543
1439.589966,0.651118
1445.140015,0.6531239999999999
1450.689941,0.653882
1456.23999,0.657645
1461.790039,0.660742
1467.339966,0.662875
1472.890015,0.664608
1478.430054,0.667505
1483.97998,0.669844
1489.530029,0.673832
1495.069946,0.677033
1500.619995,0.680465
1506.160034,0.6834319999999999
1511.709961,0.6867
1517.25,0.6882729999999999
1522.800049,0.690826
1528.339966,0.693067
1533.880005,0.69814
1539.420044,0.700376
1544.969971,0.700795
1550.51001,0.7038220000000001
1556.050049,0.705411
1561.589966,0.7096180000000001
1567.130005,0.712258
1572.670044,0.713059
1578.209961,0.715838
1583.75,0.719553
1589.290039,0.718114
1594.829956,0.722858
1600.369995,0.725294
1605.910034,0.725855
1611.439941,0.7325119999999999
1616.97998,0.732712
1622.52002,0.738463
1628.050049,0.737524
1633.589966,0.7404310000000001
1639.130005,0.739872
1644.660034,0.740973
1650.199951,0.7425930000000001
1655.72998,0.744216
1661.27002,0.744532
1666.800049,0.7446649999999999
1672.339966,0.741003
1677.869995,0.740336
1683.400024,0.736895
1688.939941,0.734824
1694.469971,0.727155
1700,0.723037
1705.540039,0.716224
1711.069946,0.7132310000000001
1716.599976,0.706201
1722.130005,0.700307
1727.660034,0.687545
1733.189941,0.675797
1738.72998,0.673348
1744.26001,0.6856359999999999
1749.790039,0.692206
1755.319946,0.69458
1760.849976,0.694311
1766.380005,0.6910029999999999
1771.910034,0.690091
1777.439941,0.6969489999999999
1782.959961,0.700372
1788.48999,0.702746
1794.02002,0.703095
1799.550049,0.704159
1805.079956,0.703338
1810.609985,0.702858
1816.140015,0.702218
1821.660034,0.700854
1827.189941,0.7001689999999999
1832.719971,0.701579
1838.25,0.7015239999999999
1843.77002,0.70212
1849.300049,0.704389
1854.829956,0.70617
1860.349976,0.707617
1865.880005,0.708936
1871.410034,0.7069270000000001
1876.930054,0.704132
1882.459961,0.7014
1887.98999,0.695547
1893.51001,0.682613
1899.040039,0.668246
1904.560059,0.6476970000000001
1910.089966,0.628273
1915.609985,0.614714
1921.140015,0.605015
1926.670044,0.600854
1932.189941,0.598749
1937.719971,0.597113
1943.23999,0.598907
1948.77002,0.6022569999999999
1954.290039,0.605935
1959.819946,0.61014
1965.339966,0.613928
1970.869995,0.618871
1976.390015,0.623471
1981.920044,0.6281720000000001
1987.439941,0.633174
1992.959961,0.637782
1998.48999,0.641617
2004.01001,0.646188
2009.540039,0.649525
2015.060059,0.651554
2020.589966,0.653532
2026.109985,0.653768
2031.640015,0.653181
2037.160034,0.6505569999999999
2042.689941,0.647877
2048.209961,0.644043
2053.72998,0.639308
2059.26001,0.6340439999999999
2064.780029,0.630685
2070.310059,0.626108
2075.830078,0.621965
2081.360107,0.619835
2086.879883,0.617204
2092.409912,0.6149399999999999
2097.929932,0.614617
2103.459961,0.614138
2108.97998,0.614188
2114.51001,0.614662
2120.030029,0.617228
2125.560059,0.62152
2131.080078,0.6245430000000001
2136.610107,0.6268819999999999
2142.129883,0.628325
2147.659912,0.628988
2153.179932,0.628425
2158.709961,0.627754
2164.22998,0.626476
2169.76001,0.625217
2175.280029,0.624103
2180.810059,0.622183
2186.340088,0.6219399999999999
2191.860107,0.619113
2197.389893,0.616769
2202.919922,0.6133430000000001
2208.439941,0.608376
2213.969971,0.603561
2219.5,0.607069
2225.02002,0.610588
2230.550049,0.613213
2236.080078,0.6134569999999999
2241.610107,0.6111989999999999
2247.129883,0.606348
2252.659912,0.5992770000000001
2258.189941,0.588476
2263.719971,0.577631
2269.25,0.565717
2274.77002,0.552463
2280.300049,0.5443
2285.830078,0.538734
2291.360107,0.533177
2296.889893,0.52484
2302.419922,0.508373
2307.949951,0.479767
2313.47998,0.43899499999999997
2319.01001,0.418892
2324.540039,0.47180200000000005
2330.070068,0.501741
2335.600098,0.504437
2341.129883,0.501367
2346.669922,0.49345900000000004
2352.199951,0.472228
2357.72998,0.45219799999999993
2363.26001,0.472346
2368.790039,0.478022
2374.330078,0.474134
2379.860107,0.473343
2385.389893,0.46762299999999996
2390.929932,0.463174
2396.459961,0.464945
2401.98999,0.465782
2407.530029,0.46567700000000006
2413.060059,0.46616
2418.600098,0.46761800000000003
2424.129883,0.467312
2429.669922,0.46634
2435.209961,0.462222
2440.73999,0.457158
2446.280029,0.45193900000000004
2451.820068,0.456693
2457.350098,0.46190699999999996
2462.889893,0.461524
2468.429932,0.45990299999999995
2473.969971,0.45693500000000004
2479.51001,0.454632
2485.050049,0.45084300000000005
2490.590088,0.4485
2496.129883,0.456701
2501.669922,0.46291400000000005
