wavelength (nm),Green 2
2108.97998,0.6536930000000001
2114.51001,0.654167
2120.030029,0.656261
2125.560059,0.658295
2131.080078,0.661469
2136.610107,0.663018
2142.129883,0.6657
2147.659912,0.665936
2153.179932,0.664838
2158.709961,0.6639970000000001
2164.22998,0.66374
2169.76001,0.661311
2175.280029,0.658415
2180.810059,0.657069
2186.340088,0.656885
2191.860107,0.655717
2197.389893,0.656361
2202.919922,0.654468
2208.439941,0.65427
2213.969971,0.653036
2219.5,0.652849
2225.02002,0.65168
2230.550049,0.653226
2236.080078,0.651943
2241.610107,0.6484979999999999
2247.129883,0.6440899999999999
2252.659912,0.636917
2258.189941,0.629814
2263.719971,0.622167
2269.25,0.612583
2274.77002,0.606607
2280.300049,0.607471
2285.830078,0.607854
2291.360107,0.606403
2296.889893,0.601126
2302.419922,0.5927
2307.949951,0.5821
2313.47998,0.570186
2319.01001,0.56184
2324.540039,0.5550470000000001
2330.070068,0.552057
2335.600098,0.553405
2341.129883,0.558217
2346.669922,0.566033
2352.199951,0.57404
2357.72998,0.5775600000000001
2363.26001,0.578861
2368.790039,0.579446
2374.330078,0.580561
2379.860107,0.584346
2385.389893,0.5867829999999999
2390.929932,0.588233
2396.459961,0.587802
2401.98999,0.585923
2407.530029,0.5845229999999999
2413.060059,0.580902
2418.600098,0.578537
2424.129883,0.573054
2429.669922,0.570277
2435.209961,0.564984
2440.73999,0.561499
2446.280029,0.554986
2451.820068,0.550028
2457.350098,0.541792
2462.889893,0.536674
2468.429932,0.5297569999999999
2473.969971,0.5246069999999999
2479.51001,0.521045
2485.050049,0.516497
2490.590088,0.5117659999999999
2496.129883,0.511479
2501.669922,0.5127109999999999
